projectId,responsecode,status
7,9486022847243,0
7,9486022847244,0
7,9286623007214,0
7,9286623007247,0
7,9286623007248,0
7,9286623007249,0
7,9286623007250,0
7,9386723037237,0
7,9386723037252,0
7,9386723037253,0
7,9386723037254,0
7,9386723037255,0
7,9386723037256,0
7,9386723037257,0
7,9386723037258,0
7,9386723037259,0
7,9386723037260,0
7,9386723037261,0
7,9386723037269,0
7,9386723037270,0
7,9386723037271,0
7,9386723037272,0
7,9786222877119,0
7,9786222877275,0
7,9786222877276,0
7,9786222877277,0
7,9786222877278,0
7,9486022847245,0
7,9486022847280,0
7,9486022847281,0
7,9486022847282,0
7,5883621347232,0
7,5883621347284,0
7,5883621347285,0
7,5883621347286,0
7,5883621347287,0
7,9486022847283,0
7,9486022847289,0
7,9486022847290,0
7,9486022847291,0
7,9486022847292,0
7,9486022847293,0
7,10086522977221,0
7,10086522977295,0
7,10086522977296,0
7,10086522977297,0
7,10086522977298,0
7,10086522977299,0
7,10086522977301,0
7,10086522977302,0
7,10086522977303,0
7,10086522977304,0
7,10086522977305,0
7,10086522977306,0
7,10086522977307,0
7,10086522977308,0
7,10086522977309,0
7,10086522977310,0
7,10086522977323,0
7,10086522977324,0
7,9786222877279,0
7,10086522977325,0
7,10086522977335,0
7,10086522977336,0
7,10086522977337,0
7,10086522977338,0
7,96864229471,0
7,9686422947346,0
7,9686422947347,0
7,9686422947348,0
7,9686422947349,0
7,9686422947350,0
7,5883621347288,0
7,9486022847294,0
7,9486022847354,0
7,98868230671,0
7,9386723037273,0
7,9386723037360,0
7,9386723037361,0
7,9386723037362,0
7,9386723037363,0
7,9386723037364,0
7,9386723037365,0
7,9286623007251,0
7,9286623007367,0
7,9286623007368,0
7,9286623007369,0
7,9286623007370,0
7,9286623007371,0
7,9286623007372,0
7,9286623007373,0
7,9386723037366,0
7,9386723037376,0
7,9386723037377,0
7,9386723037378,0
7,9386723037379,0
7,5883621347353,0
7,5883621347383,0
7,5883621347384,0
7,5883621347385,0
7,5883621347386,0
7,9486022847355,0
7,9486022847399,0
7,9486022847400,0
7,9486022847401,0
7,9786222877331,0
7,9786222877403,0
7,9786222877404,0
7,9786222877405,0
7,9786222877406,0
7,10086522977339,0
7,10086522977409,0
7,10086522977410,0
7,10086522977411,0
7,10086522977412,0
7,10086522977413,0
7,10086522977414,0
7,10086522977415,0
7,10086522977416,0
7,10086522977417,0
7,10086522977418,0
7,10086522977419,0
7,10086522977420,0
7,10086522977421,0
7,10086522977422,0
7,10086522977423,0
7,10086522977424,0
7,10086522977425,0
7,5883621347387,0
7,5883621347427,0
7,5883621347428,0
7,9786222877407,0
7,9786222877433,0
7,9286623007374,0
7,9286623007436,0
7,9286623007437,0
7,9286623007438,0
7,9286623007439,0
7,9286623007440,0
7,9286623007441,0
7,9286623007442,0
7,9286623007443,0
7,9286623007444,0
7,9286623007445,0
7,9486022847402,0
7,9486022847447,0
7,9486022847448,0
7,9486022847449,0
7,9486022847450,0
7,9286623007446,0
7,9286623007452,0
7,9286623007453,0
7,9286623007454,0
7,9286623007455,0
7,9286623007456,0
7,9386723037380,0
7,9386723037458,0
7,9386723037459,0
7,9386723037460,0
7,9386723037461,0
7,9386723037462,0
7,5883621347429,0
7,9686422947351,0
7,9686422947469,0
7,9686422947470,0
7,9686422947471,0
7,9686422947472,0
7,9386723037463,0
7,9386723037474,0
7,9386723037475,0
7,9386723037476,0
7,9386723037477,0
7,9486022847451,0
7,9386723037478,0
7,9386723037480,0
7,9386723037481,0
7,9386723037482,0
7,9386723037483,0
7,9386723037484,0
7,9386723037485,0
7,9386723037486,0
7,9386723037487,0
7,9386723037488,0
7,9886823067357,0
7,9886823067490,0
7,9886823067491,0
7,9786222877434,0
7,9786222877493,0
7,9786222877494,0
7,9786222877495,0
7,9786222877496,0
7,9786222877497,0
7,9786222877498,0
7,9786222877499,0
7,9786222877500,0
7,9786222877501,0
7,9486022847479,0
7,9486022847503,0
7,9486022847504,0
7,9486022847505,0
7,9386723037489,0
7,9386723037507,0
7,9386723037508,0
7,9386723037509,0
7,9386723037510,0
7,5885922787210,0
7,5885922787512,0
7,5885922787513,0
7,10086522977426,0
7,10086522977515,0
7,10086522977516,0
7,10086522977517,0
7,10086522977518,0
7,5885922787514,0
7,5885922787520,0
7,5885922787521,0
7,5885922787522,0
7,5885922787523,0
7,9286623007457,0
7,9286623007525,0
7,9286623007526,0
7,9286623007527,0
7,9286623007528,0
7,9286623007529,0
7,9286623007530,0
7,9286623007531,0
7,58859227971,0
7,5885922797537,0
7,5885922797538,0
7,5885922797539,0
7,5885922797540,0
7,9786222877502,0
7,9786222877542,0
7,9786222877543,0
7,9786222877544,0
7,9786222877545,0
7,9786222877546,0
7,9786222877547,0
7,9786222877548,0
7,9786222877549,0
7,9786222877550,0
7,10086522977519,0
7,10086522977552,0
7,10086522977553,0
7,10086522977554,0
7,10086522977555,0
7,10086522977556,0
7,10086522977557,0
7,9286623007532,0
7,9286623007559,0
7,9286623007560,0
7,9286623007561,0
7,9286623007562,0
7,9786222877551,0
7,9786222877564,0
7,9786222877565,0
7,10086522977558,0
7,10086522977567,0
7,10086522977568,0
7,10086522977569,0
7,10086522977570,0
7,5883621347464,0
7,5883621347574,0
7,5883621347575,0
7,5883621347576,0
7,5883621347577,0
7,5883621347578,0
7,5883621347579,0
7,5883621347580,0
7,5883621347581,0
7,5883621347582,0
7,5883621347583,0
7,5883621347584,0
7,5883621347585,0
7,5883621347586,0
7,5883621347587,0
7,9486022847506,0
7,9486022847589,0
7,9486022847590,0
7,9386723037511,0
7,9386723037593,0
7,9386723037594,0
7,9386723037595,0
7,9386723037596,0
7,9486022847591,0
7,113874233471,0
7,11387423347599,0
7,11387423347600,0
7,11387423347601,0
7,11387423347602,0
7,11387423347603,0
7,9486022847598,0
7,9486022847605,0
7,5885922797541,0
7,5885922797607,0
7,5885922797608,0
7,5885922797609,0
7,9386723037597,0
7,9386723037611,0
7,9386723037612,0
7,9386723037613,0
7,9386723037614,0
7,5883621347588,0
7,5885922797610,0
7,5885922797618,0
7,9286623007563,0
7,9286623007620,0
7,9286623007621,0
7,9286623007622,0
7,9286623007623,0
7,9786222877566,0
7,9786222877625,0
7,9786222877626,0
7,9786222877627,0
7,9786222877628,0
7,9786222877629,0
7,9786222877630,0
7,9786222877631,0
7,9786222877632,0
7,9786222877633,0
7,9386723037615,0
7,9386723037635,0
7,9386723037636,0
7,9386723037637,0
7,9386723037638,0
7,9386723037639,0
7,9386723037640,0
7,9386723037641,0
7,9486022847606,0
7,5885922797619,0
7,5885922787524,0
7,5885922787646,0
7,5885922787647,0
7,5885922787648,0
7,5885922787649,0
7,5885922787650,0
7,9386723037642,0
7,9386723037666,0
7,9386723037667,0
7,9386723037668,0
7,9386723037669,0
7,9686422947473,0
7,9686422947671,0
7,9686422947672,0
7,9686422947673,0
7,9686422947674,0
7,5885922787651,0
7,5885922787676,0
7,9786222877634,0
7,9786222877678,0
7,9786222877679,0
7,9786222877680,0
7,9786222877681,0
7,9786222877682,0
7,9786222877683,0
7,9786222877684,0
7,9786222877685,0
7,9786222877686,0
7,9786222877687,0
7,9786222877687,0
7,9786222877689,0
7,9786222877690,0
7,9786222877691,0
7,9786222877692,0
7,9786222877693,0
7,9786222877693,0
7,9286623007624,0
7,9286623007698,0
7,9286623007699,0
7,9286623007700,0
7,9286623007701,0
7,10086522977571,0
7,10086522977712,0
7,10086522977713,0
7,10086522977714,0
7,10086522977715,0
7,10086522977716,0
7,10086522977717,0
7,10086522977718,0
7,10086522977719,0
7,10086522977720,0
7,10086522977721,0
7,10086522977722,0
7,10086522977723,0
7,10086522977724,0
7,10086522977725,0
7,10086522977726,0
7,10086522977727,0
7,5883621347617,0
7,5883621347729,0
7,5883621347730,0
7,5883621347731,0
7,5883621347732,0
7,99869232071,0
7,9986923207735,0
7,9986923207736,0
7,9986923207737,0
7,9986923207738,0
7,9986923207739,0
7,9986923207740,0
7,9986923207741,0
7,11387423347604,0
7,11387423347743,0
7,11387423347744,0
7,11387423347745,0
7,11387423347746,0
7,11387423347747,0
7,11387423347748,0
7,11387423347749,0
7,11387423347750,0
7,11387423347751,0
7,9286623007702,0
7,9286623007753,0
7,9286623007754,0
7,9286623007755,0
7,9286623007756,0
7,9286623007757,0
7,9286623007758,0
7,9286623007759,0
7,9286623007760,0
7,9286623007761,0
7,9286623007762,0
7,9286623007763,0
7,9286623007764,0
7,9286623007765,0
7,9686422947675,0
7,9686422947767,0
7,9686422947768,0
7,9686422947769,0
7,9686422947770,0
7,9386723037670,0
7,9386723037772,0
7,9386723037773,0
7,9386723037774,0
7,9386723037775,0
7,5885922787677,0
7,5885922787777,0
7,5885922787778,0
7,5885922787779,0
7,5885922787780,0
7,5885922787781,0
7,5885922787782,0
7,5885922787783,0
7,9286623007766,0
7,9286623007785,0
7,9286623007786,0
7,9286623007787,0
7,9286623007788,0
7,9386723037776,0
7,9386723037790,0
7,9386723037791,0
7,9386723037792,0
7,9386723037793,0
7,9386723037794,0
7,9386723037795,0
7,9386723037796,0
7,9386723037797,0
7,9386723037798,0
7,9486022847643,0
7,9486022847800,0
7,9486022847801,0
7,9486022847802,0
7,9586322907174,0
7,9586322907804,0
7,9586322907805,0
7,9586322907806,0
7,9586322907807,0
7,9586322907808,0
7,10086522977728,0
7,10086522977810,0
7,10086522977811,0
7,10086522977812,0
7,10086522977813,0
7,10086522977814,0
7,10086522977815,0
7,10086522977816,0
7,10086522977817,0
7,10086522977818,0
7,10086522977819,0
7,10086522977820,0
7,10086522977821,0
7,10086522977822,0
7,5883621347733,0
7,5883621347824,0
7,5883621347825,0
7,5883621347826,0
7,5883621347827,0
7,5883621347828,0
7,5883621347829,0
7,5883621347830,0
7,5883621347831,0
7,5883621347832,0
7,10086522977823,0
7,10086522977834,0
7,10086522977835,0
7,10086522977836,0
7,10086522977837,0
7,10086522977838,0
7,10086522977839,0
7,10086522977840,0
7,10086522977841,0
7,10086522977842,0
7,9386723037799,0
7,9386723037844,0
7,9386723037845,0
7,9386723037846,0
7,9386723037847,0
7,9386723037848,0
7,9386723037849,0
7,9386723037850,0
7,9386723037851,0
7,9386723037852,0
7,9486022847803,0
7,9486022847854,0
7,9486022847855,0
7,9486022847856,0
7,9486022847857,0
7,9786222877695,0
7,9786222877859,0
7,9786222877860,0
7,9786222877861,0
7,9786222877862,0
7,9786222877863,0
7,9786222877864,0
7,9786222877865,0
7,9786222877866,0
7,9786222877867,0
7,9786222877868,0
7,9786222877869,0
7,9786222877870,0
7,9786222877871,0
7,9786222877872,0
7,9786222877873,0
7,9786222877874,0
7,9786222877875,0
7,10086522977843,0
7,10086522977879,0
7,10086522977880,0
7,10086522977881,0
7,10086522977882,0
7,10086522977883,0
7,10086522977884,0
7,10086522977885,0
7,10086522977886,0
7,10086522977887,0
7,10086522977888,0
7,5885922787784,0
7,9986923207742,0
7,9986923207891,0
7,9986923207892,0
7,9986923207893,0
7,9986923207894,0
7,9986923207895,0
7,9986923207896,0
7,9986923207897,0
7,9986923207905,0
7,9986923207906,0
7,9986923207907,0
7,9986923207908,0
7,9986923207909,0
7,5885922797644,0
7,5885922797911,0
7,5885922797912,0
7,9286623007789,0
7,9286623007914,0
7,9286623007915,0
7,9286623007916,0
7,9286623007917,0
7,5885922797913,0
7,5885922797919,0
7,5885922797920,0
7,5885922797921,0
7,5885922797922,0
7,5885922797923,0
7,10086522977889,0
7,10086522977927,0
7,10086522977928,0
7,10086522977929,0
7,10086522977930,0
7,10086522977931,0
7,10086522977932,0
7,10086522977933,0
7,10086522977934,0
7,5885922787890,0
7,5885922787936,0
7,5885922797924,0
7,9486022847858,0
7,9486022847939,0
7,9486022847940,0
7,10086522977935,0
7,10086522977942,0
7,10086522977943,0
7,10086522977944,0
7,10086522977945,0
7,11387423347752,0
7,11387423347948,0
7,11387423347949,0
7,11387423347950,0
7,11387423347951,0
7,11387423347952,0
7,11387423347953,0
7,11387423347954,0
7,11387423347955,0
7,11387423347956,0
7,10086522977946,0
7,10086522977958,0
7,10086522977959,0
7,10086522977960,0
7,10086522977961,0
7,9386723037853,0
7,9386723037963,0
7,9386723037964,0
7,9386723037965,0
7,9386723037966,0
7,10086522977962,0
7,10086522977968,0
7,10086522977969,0
7,10086522977970,0
7,10086522977971,0
7,10086522977972,0
7,10086522977974,0
7,10086522977975,0
7,10086522977976,0
7,10086522977977,0
7,10086522977978,0
7,5883621347833,0
7,5883621347980,0
7,5883621347981,0
7,5883621347982,0
7,5883621347983,0
7,5883621347984,0
7,5883621347985,0
7,5883621347986,0
7,5883621347987,0
7,5883621347988,0
7,5883621347989,0
7,5883621347990,0
7,9686422947771,0
7,9686422947992,0
7,9686422947993,0
7,9686422947994,0
7,9686422947995,0
7,9486022847941,0
7,9486022847997,0
7,9486022847998,0
7,9486022847999,0
7,9886823067492,0
7,98868230671001,0
7,98868230671002,0
7,9786222877876,0
7,9786222877876,0
7,97862228771005,0
7,97862228771006,0
7,97862228771007,0
7,97862228771008,0
7,97862228771009,0
7,97862228771009,0
7,97862228771011,0
7,97862228771012,0
7,97862228771013,0
7,97862228771014,0
7,97862228771015,0
7,97862228771016,0
7,97862228771017,0
7,97862228771018,0
7,97862228771019,0
7,97862228771020,0
7,97862228771021,0
7,97862228771022,0
7,98868230671003,0
7,98868230671024,0
7,9286623007918,0
7,92866230071026,0
7,92866230071027,0
7,92866230071028,0
7,92866230071029,0
7,92866230071030,0
7,9386723037967,0
7,93867230371033,0
7,93867230371034,0
7,93867230371035,0
7,93867230371036,0
7,5885922787937,0
7,58859227871038,0
7,58859227871039,0
7,58859227871040,0
7,58859227871041,0
7,58859227871042,0
7,58859227871043,0
7,58859227871044,0
7,58859227871045,0
7,58859227871046,0
7,58859227871047,0
7,9986923207910,0
7,99869232071051,0
7,99869232071052,0
7,99869232071053,0
7,99869232071054,0
7,5885922797938,0
7,58859227971069,0
7,92866230071031,0
7,92866230071074,0
7,92866230071075,0
7,92866230071076,0
7,92866230071077,0
7,92866230071078,0
7,92866230071079,0
7,10086522977979,0
7,100865229771081,0
7,100865229771082,0
7,100865229771083,0
7,100865229771084,0
7,98868230671025,0
7,98868230671086,0
7,98868230671087,0
7,98868230671088,0
7,98868230671089,0
7,98868230671090,0
7,98868230671091,0
7,98868230671092,0
7,100865229771085,0
7,100865229771094,0
7,100865229771095,0
7,100865229771096,0
7,97862228771023,0
7,100865229771097,0
7,97862228771098,0
7,97862228771100,0
7,97862228771101,0
7,93867230371037,0
7,93867230371103,0
7,93867230371104,0
7,93867230371105,0
7,93867230371106,0
7,93867230371107,0
7,93867230371108,0
7,93867230371109,0
7,93867230371110,0
7,93867230371111,0
7,93867230371112,0
7,93867230371113,0
7,93867230371114,0
7,93867230371115,0
7,94860228471000,0
7,94860228471117,0
7,93867230371116,0
7,93867230371119,0
7,93867230371120,0
7,93867230371121,0
7,93867230371122,0
7,93867230371123,0
7,93867230371124,0
7,93867230371125,0
7,93867230371126,0
7,93867230371127,0
7,94860228471118,0
7,94860228471132,0
7,94860228471133,0
7,58859227871048,0
7,9586322907809,0
7,95863229071136,0
7,95863229071137,0
7,95863229071138,0
7,95863229071139,0
7,94860228471134,0
7,92866230071080,0
7,11387423347957,0
7,99869232071055,0
7,99869232071144,0
7,99869232071145,0
7,99869232071146,0
7,99869232071147,0
7,99869232071148,0
7,99869232071149,0
7,99869232071150,0
7,99869232071151,0
7,99869232071152,0
7,99869232071153,0
7,99869232071154,0
7,99869232071155,0
7,99869232071156,0
7,99869232071157,0
7,99869232071158,0
7,99869232071159,0
7,99869232071160,0
7,113874233471143,0
7,113874233471162,0
7,113874233471163,0
7,113874233471164,0
7,99869232071161,0
7,99869232071166,0
7,99869232071167,0
7,99869232071168,0
7,99869232071169,0
7,58859227871135,0
7,58859227871171,0
7,58859227871172,0
7,58859227871173,0
7,58859227871174,0
7,58859227871175,0
7,58859227871176,0
7,94860228471141,0
7,94860228471178,0
7,94860228471179,0
7,94860228471180,0
7,94860228471181,0
7,9686422947996,0
7,93867230371128,0
7,93867230371184,0
7,93867230371185,0
7,93867230371186,0
7,93867230371187,0
7,96864229471183,0
7,96864229471189,0
7,96864229471190,0
7,96864229471191,0
7,92866230071142,0
7,58859227971070,0
7,92866230071194,0
7,92866230071196,0
7,93867230371188,0
7,93867230371198,0
7,93867230371199,0
7,93867230371200,0
7,93867230371201,0
7,93867230371202,0
7,93867230371203,0
7,93867230371204,0
7,93867230371205,0
7,93867230371206,0
7,5883621347991,0
7,58836213471208,0
7,58836213471209,0
7,58836213471210,0
7,58836213471211,0
7,58836213471212,0
7,58836213471213,0
7,58836213471214,0
7,58836213471215,0
7,58836213471216,0
7,58836213471217,0
7,58836213471218,0
7,58836213471219,0
7,58836213471220,0
7,58836213471221,0
7,58836213471222,0
7,98868230671093,0
7,98868230671224,0
7,98868230671225,0
7,98868230671226,0
7,98868230671227,0
7,98868230671228,0
7,98868230671229,0
7,98868230671230,0
7,98868230671231,0
7,98868230671232,0
7,98868230671233,0
7,98868230671234,0
7,94860228471182,0
7,94860228471236,0
7,94860228471237,0
7,94860228471238,0
7,92866230071197,0
7,92866230071240,0
7,92866230071241,0
7,92866230071242,0
7,92866230071243,0
7,105855234571,0
7,105855234571,0
7,105855234571247,0
7,105855234571248,0
7,105855234571249,0
7,105855234571250,0
7,105855234571251,0
7,105855234571252,0
7,105855234571253,0
7,105855234571254,0
7,105855234571255,0
7,105855234571256,0
7,105855234571257,0
7,105855234571258,0
7,105855234571258,0
7,105855234571260,0
7,105855234571260,0
7,105855234571262,0
7,105855234571262,0
7,105855234571264,0
7,105855234571265,0
7,105855234571266,0
7,105855234571267,0
7,105855234571268,0
7,105855234571269,0
7,105855234571270,0
7,105855234571271,0
7,105855234571272,0
7,105855234571273,0
7,105855234571274,0
7,105855234571275,0
7,105855234571276,0
7,105855234571277,0
7,105855234571278,0
7,105855234571279,0
7,105855234571280,0
7,105855234571281,0
7,105855234571282,0
7,105855234571283,0
7,105855234571284,0
7,105855234571285,0
7,58859227971195,0
7,58859227971287,0
7,58859227971290,0
7,58859227971291,0
7,58859227971292,0
7,58859227971293,0
7,58859227971294,0
7,58859227971295,0
7,99869232071170,0
7,99869232071297,0
7,99869232071298,0
7,99869232071299,0
7,99869232071300,0
7,99869232071301,0
7,99869232071302,0
7,99869232071303,0
7,99869232071304,0
7,99869232071305,0
7,99869232071306,0
7,99869232071307,0
7,99869232071308,0
7,99869232071309,0
7,99869232071310,0
7,99869232071311,0
7,97862228771102,0
7,97862228771331,0
7,97862228771332,0
7,97862228771333,0
7,97862228771334,0
7,97862228771335,0
7,97862228771336,0
7,97862228771337,0
7,97862228771338,0
7,97862228771339,0
7,97862228771340,0
7,97862228771341,0
7,97862228771342,0
7,97862228771343,0
7,97862228771344,0
7,93867230371207,0
7,93867230371348,0
7,93867230371349,0
7,95863229071140,0
7,92866230071244,0
7,92866230071352,0
7,92866230071353,0
7,92866230071354,0
7,94860228471239,0
7,94860228471356,0
7,94860228471357,0
7,94860228471358,0
7,98868230671235,0
7,92866230071355,0
7,92866230071361,0
7,92866230071362,0
7,92866230071363,0
7,92866230071364,0
7,92866230071365,0
7,92866230071366,0
7,58859227971296,0
7,58859227971368,0
7,58859227971369,0
7,58859227971370,0
7,58859227971371,0
7,58859227971371,0
7,58859227971373,0
7,58859227971376,0
7,58859227971377,0
7,58859227971378,0
7,95863229071351,0
7,95863229071380,0
7,95863229071381,0
7,95863229071382,0
7,95863229071383,0
7,119881236571,0
7,119881236571385,0
7,119881236571386,0
7,119881236571387,0
7,119881236571388,0
7,119881236571389,0
7,119881236571390,0
7,119881236571391,0
7,119881236571392,0
7,119881236571393,0
7,119881236571394,0
7,58859227871177,0
7,95863229071384,0
7,97862228771345,0
7,97862228771400,0
7,97862228771401,0
7,97862228771402,0
7,97862228771403,0
7,95863229071397,0
7,95863229071405,0
7,95863229071406,0
7,96864229471192,0
7,95863229071407,0
7,92866230071367,0
7,92866230071410,0
7,95863229071409,0
7,95863229071412,0
7,92866230071411,0
7,92866230071411,0
7,95863229071413,0
7,98868230671360,0
7,98868230671417,0
7,98868230671418,0
7,98868230671419,0
7,98868230671420,0
7,98868230671421,0
7,98868230671422,0
7,98868230671423,0
7,98868230671424,0
7,98868230671425,0
7,98868230671426,0
7,98868230671427,0
7,92866230071415,0
7,92866230071429,0
7,94860228471359,0
7,94860228471431,0
7,94860228471432,0
7,94860228471433,0
7,94860228471434,0
7,94860228471435,0
7,95863229071416,0
7,95863229071437,0
7,95863229071438,0
7,95863229071439,0
7,95863229071440,0
7,58859227971379,0
7,58859227971442,0
7,58859227971443,0
7,116878235171,0
7,116878235171,0
7,116878235171448,0
7,116878235171449,0
7,116878235171450,0
7,116878235171451,0
7,116878235171452,0
7,116878235171453,0
7,116878235171454,0
7,116878235171455,0
7,116878235171456,0
7,98868230671428,0
7,95863229071441,0
7,95863229071459,0
7,95863229071460,0
7,105855234571286,0
7,105855234571463,0
7,105855234571464,0
7,105855234571465,0
7,105855234571466,0
7,97862228771404,0
7,96864229471408,0
7,96864229471469,0
7,96864229471470,0
7,94860228471436,0
7,94860228471472,0
7,96864229471471,0
7,105855234571467,0
7,105855234571475,0
7,105855234571476,0
7,105855234571477,0
7,105855234571478,0
7,92866230071430,0
7,92866230071480,0
7,92866230071481,0
7,92866230071482,0
7,92866230071483,0
7,95863229071461,0
7,95863229071461,0
7,95863229071510,0
7,95863229071511,0
7,95863229071512,0
7,95863229071513,0
7,95863229071514,0
7,95863229071515,0
7,95863229071518,0
7,95863229071519,0
7,95863229071520,0
7,95863229071521,0
7,94860228471473,0
7,94860228471473,0
7,94860228471524,0
7,94860228471525,0
7,94860228471526,0
7,94860228471527,0
7,94860228471528,0
7,94860228471529,0
7,94860228471530,0
7,94860228471531,0
7,94860228471532,0
7,94860228471533,0
7,58836213471223,0
7,58836213471223,0
7,58836213471536,0
7,98868230671458,0
7,98868230671540,0
7,98868230671541,0
7,98868230671542,0
7,98868230671543,0
7,95863229071522,0
7,95863229071545,0
7,95863229071546,0
7,95863229071547,0
7,95863229071548,0
7,93867230371350,0
7,93867230371553,0
7,93867230371554,0
7,93867230371555,0
7,93867230371556,0
7,58859227971444,0
7,119881236571395,0
7,119881236571559,0
7,119881236571560,0
7,119881236571561,0
7,119881236571562,0
7,119881236571563,0
7,119881236571564,0
7,119881236571565,0
7,119881236571566,0
7,116878235171457,0
7,116878235171457,0
7,116878235171572,0
7,116878235171573,0
7,116878235171574,0
7,116878235171575,0
7,116878235171576,0
7,116878235171577,0
7,116878235171578,0
7,116878235171579,0
7,116878235171580,0
7,93867230371557,0
7,93867230371586,0
7,93867230371587,0
7,93867230371588,0
7,93867230371589,0
7,96864229471474,0
7,98868230671544,0
7,98868230671594,0
7,98868230671595,0
7,98868230671596,0
7,98868230671597,0
7,98868230671598,0
7,98868230671599,0
7,98868230671601,0
7,98868230671602,0
7,98868230671603,0
7,98868230671604,0
7,98868230671605,0
7,98868230671606,0
7,96864229471593,0
7,96864229471608,0
7,96864229471609,0
7,96864229471610,0
7,96864229471614,0
7,92866230071484,0
7,92866230071484,0
7,92866230071620,0
7,92866230071621,0
7,92866230071622,0
7,92866230071623,0
7,97862228771468,0
7,97862228771625,0
7,97862228771626,0
7,97862228771627,0
7,97862228771628,0
7,97862228771629,0
7,97862228771630,0
7,97862228771631,0
7,94860228471534,0
7,58859227971558,0
7,58859227971635,0
7,58859227971636,0
7,58859227971637,0
7,58859227971637,0
7,117879235671,0
7,117879235671,0
7,117879235671641,0
7,117879235671644,0
7,117879235671645,0
7,117879235671646,0
7,94860228471633,0
7,94860228471648,0
7,94860228471649,0
7,92866230071624,0
7,94860228471650,0
7,94860228471650,0
7,94860228471658,0
7,95863229071549,0
7,95863229071662,0
7,95863229071666,0
7,95863229071667,0
7,95863229071668,0
7,58859228071,0
7,58859228071670,0
7,58859228071671,0
7,92866230071656,0
7,92866230071656,0
7,92866230071674,0
7,92866230071675,0
7,92866230071676,0
7,92866230071677,0
7,92866230071678,0
7,94860228471659,0
7,94860228471659,0
7,94860228471682,0
7,94860228471683,0
7,94860228471684,0
7,94860228471685,0
7,94860228471686,0
7,92866230071679,0
7,92866230071692,0
7,92866230071693,0
7,92866230071694,0
7,96885237571,0
7,96885237571696,0
7,96885237571697,0
7,96885237571698,0
7,96885237571699,0
7,113874233471165,0
7,113874233471165,0
7,113874233471702,0
7,113874233471703,0
7,113874233471704,0
7,113874233471713,0
7,113874233471714,0
7,113874233471715,0
7,113874233471716,0
7,113874233471717,0
7,113874233471718,0
7,58859227871396,0
7,93867230371590,0
7,93867230371721,0
7,93867230371722,0
7,93867230371723,0
7,99869232071312,0
7,99869232071725,0
7,99869232071726,0
7,99869232071727,0
7,99869232071729,0
7,99869232071730,0
7,99869232071731,0
7,99869232071732,0
7,93867230371724,0
7,93867230371724,0
7,93867230371735,0
